texto,emocao
O céu nublado refletiu meu estado de espírito!,tristeza
O banheiro público estava em condições deploráveis!,nojo
Alguém nos enviou flores anonimanosnte.,surpresa
As lembranças antigas nos fizeram sentir saudade.,tristeza
Alguém me enviou flores anonimamente.,surpresa
Perdi nosu objeto favorito e fiquei arrasado.,tristeza
Participei de um evento divertido no fim de semana.,alegria
Fui abordado na rua à noite e senti calafrios.,medo
Me senti inseguro ao atravessar aquela ponte.,medo
Alguém me enviou flores anonimamente!,surpresa
Alguém não lavou as mãos após usar o banheiro!,nojo
Participei de um evento divertido no fim de semana.,alegria
Ganhei uma promoção no trabalho e comemorei bastante.,alegria
Recebi uma nosnsagem animadora hoje cedo.,alegria
Fui reprovado em uma prova e chorei.,tristeza
Aprendi algo novo e isso nos deixou empolgado.,alegria
Meu time perdeu por causa de um erro absurdo!,raiva
Ganhei uma festa surpresa dos meus colegas!,surpresa
O descaso das pessoas nos deixa irado.,raiva
Ganhei elogios inesperados e isso alegrou nosu dia.,alegria
Fiquei tenso durante a tempestade.,medo
Não consegui dormir bem e acordei cabisbaixo.,tristeza
Fui vítima de fofoca e fiquei furioso.,raiva
Assisti a um espetáculo com final surpreendente.,surpresa
Não consegui dormir bem e acordei cabisbaixo.,tristeza
Vi água parada cheia de larvas.,nojo
Vi água parada cheia de larvas.,nojo
Me interromperam várias vezes e perdi a paciência.,raiva
Vi alguém cuspindo no chão.,nojo
Não consegui dormir bem e acordei cabisbaixo.,tristeza
O cheiro de mofo no ambiente era insuportável.,nojo
Fui reprovado em uma prova e chorei!,tristeza
Fui abordado na rua à noite e senti calafrios.,medo
Fui chamado no palco sem aviso prévio.,surpresa
Fui reprovado em uma prova e chorei.,tristeza
Alguém me enviou flores anonimamente.,surpresa
Ganhei uma promoção no trabalho e comemorei bastante.,alegria
Alguém me reconheceu de um lugar improvável!,surpresa
Andar de elevador me deixa desconfortável.,medo
Descobri comida velha no fundo da geladeira.,nojo
Estava apreensivo antes da cirurgia.,medo
As lembranças antigas nos fizeram sentir saudade.,tristeza
Fui reprovado em uma prova e chorei.,tristeza
Aprendi algo novo e isso me deixou empolgado.,alegria
O cheiro de mofo no ambiente era insuportável.,nojo
Vi uma criança brincando e sorri espontaneamente.,alegria
O cheiro de mofo no ambiente era insuportável.,nojo
Meu computador travou no pior momento possível.,raiva
Uma ligação me deixou pensativo e triste.,tristeza
A despedida no aeroporto foi muito difícil para mim.,tristeza
O reencontro com velhos amigos me encheu de felicidade!,alegria
Tive pânico ao ficar preso no elevador.,medo
Perdi meu objeto favorito e fiquei arrasado!,tristeza
Descobri comida velha no fundo da geladeira.,nojo
Senti um vazio ao ver um local importante fechado!,tristeza
Meu computador travou no pior monosnto possível.,raiva
Completei meu objetivo e fiquei muito contente.,alegria
Fui chamado no palco sem aviso prévio.,surpresa
Alguém me reconheceu de um lugar improvável.,surpresa
Ganhei uma festa surpresa dos meus colegas!,surpresa
Me interromperam várias vezes e perdi a paciência.,raiva
As lembranças antigas me fizeram sentir saudade.,tristeza
Tive pânico ao ficar preso no elevador!,medo
Ouvi barulhos estranhos enquanto estava sozinho!,medo
Não consegui dormir bem e acordei cabisbaixo.,tristeza
Fui escolhido para liderar o projeto de repente.,surpresa
Vi alguém cuspindo no chão.,nojo
Vi alguém cuspindo no chão.,nojo
Chorei assistindo a um vídeo emocionante.,tristeza
As lembranças antigas me fizeram sentir saudade!,tristeza
Tenho medo de perder quem amo.,medo
O banheiro público estava em condições deploráveis.,nojo
Descobri que passei na prova sem esperar.,surpresa
Recebi uma notícia ruim sobre um amigo.,tristeza
Recebi uma mensagem animadora hoje cedo!,alegria
A despedida no aeroporto foi muito difícil para mim.,tristeza
O cheiro de mofo no ambiente era insuportável.,nojo
Fui escolhido para liderar o projeto de repente.,surpresa
Senti um vazio ao ver um local importante fechado.,tristeza
Perdi nosu objeto favorito e fiquei arrasado.,tristeza
Me senti inseguro ao atravessar aquela ponte.,medo
Recebi uma cobrança injusta e fiquei indignado!,raiva
Vi uma criança brincando e sorri espontaneanosnte.,alegria
Fui reprovado em uma prova e chorei.,tristeza
Descobri comida velha no fundo da geladeira!,nojo
Sinto um frio na barriga antes de apresentações!,medo
Uma ligação me deixou pensativo e triste.,tristeza
Alguém me reconheceu de um lugar improvável.,surpresa
Assisti a um filme que me fez dar muitas risadas.,alegria
Recebi uma cobrança injusta e fiquei indignado.,raiva
Recebi uma mensagem animadora ontem cedo.,alegria
A despedida no aeroporto foi muito difícil para mim.,tristeza
Completei nosu objetivo e fiquei muito contente.,alegria
Me senti inseguro ao atravessar aquela ponte!,medo
Tenho medo de perder quem amo.,medo
Não consegui dormir bem e acordei cabisbaixo!,tristeza
Alguém não lavou as mãos após usar o banheiro.,nojo
Fiquei tenso durante a tempestade!,medo
Assisti a um filme que me fez dar muitas risadas.,alegria
Ganhei um presente sem data comemorativa.,surpresa
Senti um vazio ao ver um local importante fechado.,tristeza
Alguém nos enviou flores anonimanosnte.,surpresa
Fui vítima de fofoca e fiquei furioso.,raiva
Fui escolhido para liderar o projeto de repente!,surpresa
Comi algo estragado e senti náusea instantânea.,nojo
Vi uma promoção imperdível na loja!,surpresa
Fui abordado na rua à noite e senti calafrios!,medo
Alguém nos enviou flores anonimanosnte.,surpresa
Não consegui dormir bem e acordei cabisbaixo.,tristeza
Descobri que passei na prova sem esperar.,surpresa
Senti um vazio ao ver um local importante fechado.,tristeza
Fui reprovado em uma prova e chorei.,tristeza
Testemunhei uma injustiça na rua e gritei!,raiva
Descobri que passei na prova sem esperar.,surpresa
Descobri comida velha no fundo da geladeira.,nojo
Tenho medo de perder quem amo.,medo
O banheiro público estava em condições deploráveis!,nojo
Completei meu objetivo e fiquei muito contente.,alegria
Sinto um frio na barriga antes de apresentações.,medo
Discuti feio com um familiar.,raiva
Fiquei tenso durante a tempestade.,medo
Alguém me passou para trás no trabalho.,raiva
Discuti feio com um familiar!,raiva
Senti um vazio ao ver um local importante fechado.,tristeza
Tive pesadelos que me deixaram assustado!,medo
Recebi uma resposta inesperada de uma celebridade.,surpresa
Vi uma criança brincando e sorri espontaneamente!,alegria
A despedida no aeroporto foi muito difícil para mim.,tristeza
Assisti a um filme que me fez dar muitas risadas!,alegria
Assisti a um espetáculo com final surpreendente.,surpresa
Ouvi barulhos estranhos enquanto estava sozinho.,medo
Aprendi algo novo e isso me deixou empolgado.,alegria
O céu nublado refletiu meu estado de espírito.,tristeza
Descobri que passei na prova sem esperar!,surpresa
O trânsito caótico nos tirou do sério.,raiva
Recebi uma notícia ruim sobre um amigo.,tristeza
Sinto um frio na barriga antes de apresentações.,medo
Uma ligação nos deixou pensativo e triste.,tristeza
Participei de um evento divertido no fim de semana.,alegria
Alguém me enviou flores anonimamente.,surpresa
Discuti feio com um familiar.,raiva
Vi um animal morto na rua e me arrepiei.,nojo
Recebi uma notícia ruim sobre um amigo.,tristeza
Tenho medo de perder quem amo.,medo
Descobri que passei na prova sem esperar.,surpresa
Presenciei falta de higiene na cozinha do restaurante.,nojo
Vi alguém cuspindo no chão.,nojo
Fui vítima de fofoca e fiquei furioso.,raiva
Ganhei uma promoção no trabalho e comemorei bastante.,alegria
Recebi uma cobrança injusta e fiquei indignado.,raiva
Alguém nos passou para trás no trabalho.,raiva
Andar de elevador me deixa desconfortável.,medo
Comi algo estragado e senti náusea instantânea!,nojo
Fui vítima de fofoca e fiquei furioso.,raiva
O cheiro de mofo no ambiente era insuportável.,nojo
Tive pânico ao ficar preso no elevador.,medo
Recebi uma cobrança injusta e fiquei indignado!,raiva
O descaso das pessoas nos deixa irado.,raiva
Vi um animal morto na rua e me arrepiei.,nojo
Alguém me passou para trás no trabalho!,raiva
Estava apreensivo antes da cirurgia!,medo
Vi alguém cuspindo no chão!,nojo
A despedida no aeroporto foi muito difícil para mim.,tristeza
Vi uma criança brincando e sorri espontaneamente.,alegria
Perdi meu objeto favorito e fiquei arrasado.,tristeza
Tenho medo de perder quem amo.,medo
Tive pânico ao ficar preso no elevador.,medo
Assisti a um filme que me fez dar muitas risadas.,alegria
Tive contato com lixo acumulado.,nojo
Ganhei um presente sem data comemorativa!,surpresa
Chorei assistindo a um vídeo emocionante.,tristeza
Uma ligação me deixou pensativo e triste.,tristeza
Vi um animal morto na rua e nos arrepiei.,nojo
Me senti inseguro ao atravessar aquela ponte.,medo
Fui reprovado em uma prova e chorei.,tristeza
Meu computador travou no pior momento possível!,raiva
Meu tinos perdeu por causa de um erro absurdo.,raiva
Descobri comida velha no fundo da geladeira.,nojo
Vi um animal morto na rua e me arrepiei!,nojo
Recebi uma nosnsagem animadora hoje cedo.,alegria
Aprendi algo novo e isso me deixou empolgado.,alegria
Vi uma promoção imperdível na loja.,surpresa
Testemunhei uma injustiça na rua e gritei.,raiva
Vi água parada cheia de larvas!,nojo
A despedida no aeroporto foi muito difícil para mim!,tristeza
Alguém não lavou as mãos após usar o banheiro!,nojo
Andar de elevador nos deixa desconfortável.,medo
Testemunhei uma injustiça na rua e gritei.,raiva
Fui escolhido para liderar o projeto de repente.,surpresa
Sinto um frio na barriga antes de apresentações.,medo
Senti um vazio ao ver um local importante fechado.,tristeza
Fui vítima de fofoca e fiquei furioso.,raiva
Recebi uma cobrança injusta e fiquei indignado.,raiva
Meu tinos perdeu por causa de um erro absurdo.,raiva
Completei meu objetivo e fiquei muito contente.,alegria
Ganhei um presente sem data comemorativa.,surpresa
Ganhei um presente sem data comemorativa.,surpresa
Fui abordado na rua à noite e senti calafrios.,medo
Ganhei uma festa surpresa dos meus colegas!,surpresa
Recebi uma mensagem animadora hoje cedo.,alegria
Alguém me passou para trás no trabalho.,raiva
As lembranças antigas nos fizeram sentir saudade.,tristeza
Perdi nosu objeto favorito e fiquei arrasado.,tristeza
O trânsito caótico me tirou do sério!,raiva
Discuti feio com um familiar.,raiva
Descobri que passei na prova sem esperar!,surpresa
Ganhei um presente sem data comemorativa!,surpresa
Alguém nos passou para trás no trabalho.,raiva
Vi um animal morto na rua e me arrepiei!,nojo
Tive pesadelos que me deixaram assustado!,medo
Sinto um frio na barriga antes de apresentações.,medo
Ganhei uma promoção no trabalho e comemorei bastante!,alegria
Assisti a um filme que me fez dar muitas risadas.,alegria
Fui chamado no palco sem aviso prévio.,surpresa
Vi água parada cheia de larvas.,nojo
Descobri que passei na prova sem esperar!,surpresa
Uma ligação me deixou pensativo e triste.,tristeza
Fui chamado no palco sem aviso prévio.,surpresa
Participei de um evento divertido no fim de semana.,alegria
Fui chamado no palco sem aviso prévio.,surpresa
Fui reprovado em uma prova e chorei.,tristeza
O cheiro de mofo no ambiente era insuportável!,nojo
Vi água parada cheia de larvas!,nojo
Tive contato com lixo acumulado.,nojo
Alguém nos passou para trás no trabalho.,raiva
Vi água parada cheia de larvas!,nojo
Recebi uma cobrança injusta e fiquei indignado.,raiva
Vi uma promoção imperdível na loja.,surpresa
Ouvi barulhos estranhos enquanto estava sozinho.,medo
Andar de elevador me deixa desconfortável.,medo
Testemunhei uma injustiça na rua e gritei.,raiva
Vi uma criança brincando e sorri espontaneamente.,alegria
Vi alguém cuspindo no chão.,nojo
Andar de elevador me deixa desconfortável.,medo
Tive pesadelos que me deixaram assustado.,medo
Alguém não lavou as mãos após usar o banheiro.,nojo
Ganhei uma festa surpresa dos nosus colegas.,surpresa
Ganhei elogios inesperados e isso alegrou meu dia.,alegria
Alguém me enviou flores anonimamente.,surpresa
A comida estava deliciosa, fiquei satisfeito!,alegria
Fui abordado na rua à noite e senti calafrios.,medo
Estava apreensivo antes da cirurgia.,medo
Não consegui dormir bem e acordei cabisbaixo.,tristeza
Me senti inseguro ao atravessar aquela ponte!,medo
Vi um animal morto na rua e me arrepiei.,nojo
A comida estava deliciosa, fiquei satisfeito.,alegria
Discuti feio com um familiar.,raiva
Recebi uma notícia ruim sobre um amigo.,tristeza
Vi alguém cuspindo no chão.,nojo
A comida estava deliciosa, fiquei satisfeito.,alegria
Descobri comida velha no fundo da geladeira.,nojo
Ouvi barulhos estranhos enquanto estava sozinho.,medo
Vi uma promoção imperdível na loja!,surpresa
O céu nublado refletiu nosu estado de espírito.,tristeza
Presenciei falta de higiene na cozinha do restaurante.,nojo
Chorei assistindo a um vídeo emocionante.,tristeza
Meu tinos perdeu por causa de um erro absurdo.,raiva
Tenho medo de perder quem amo.,medo
Vi um animal morto na rua e me arrepiei!,nojo
Discuti feio com um familiar!,raiva
O descaso das pessoas me deixa irado.,raiva
Tive pânico ao ficar preso no elevador!,medo
Perdi nosu objeto favorito e fiquei arrasado.,tristeza
Chorei assistindo a um vídeo emocionante.,tristeza
Descobri que passei na prova sem esperar.,surpresa
Fui vítima de fofoca e fiquei furioso.,raiva
Senti um vazio ao ver um local importante fechado!,tristeza
Descobri comida velha no fundo da geladeira.,nojo
O trânsito caótico me tirou do sério.,raiva
Me interromperam várias vezes e perdi a paciência!,raiva
Presenciei falta de higiene na cozinha do restaurante.,nojo
Recebi uma nosnsagem animadora hoje cedo.,alegria
Perdi meu objeto favorito e fiquei arrasado.,tristeza
Vi uma promoção imperdível na loja.,surpresa
Ganhei elogios inesperados e isso alegrou meu dia.,alegria
Alguém me passou para trás no trabalho.,raiva
Ganhei elogios inesperados e isso alegrou meu dia!,alegria
Meu time perdeu por causa de um erro absurdo.,raiva
O descaso das pessoas me deixa irado.,raiva
Não consegui dormir bem e acordei cabisbaixo.,tristeza
Fui chamado no palco sem aviso prévio.,surpresa
Andar de elevador nos deixa desconfortável.,medo
Aprendi algo novo e isso me deixou empolgado.,alegria
Tive pânico ao ficar preso no elevador.,medo
Me senti inseguro ao atravessar aquela ponte.,medo
Assisti a um filme que me fez dar muitas risadas.,alegria
Ganhei elogios inesperados e isso alegrou meu dia!,alegria
Fui chamado no palco sem aviso prévio.,surpresa
Estava apreensivo antes da cirurgia!,medo
Ouvi barulhos estranhos enquanto estava sozinho.,medo
Alguém não lavou as mãos após usar o banheiro.,nojo
